     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      3072,         5,         0,   0.020,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
      3072,         5,         0,   0.028,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     31744,         0,         0,    2.19,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
      4096,         4,         0,   0.039,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
      3072,         3,         0,   0.030,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     11264,        14,         0,   0.092,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     15360,        21,         0,   0.109,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     23552,        32,         0,   0.146,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     31744,        53,         0,   0.207,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     44032,        66,         0,   0.284,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     62464,        84,         0,   0.402,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     86016,       111,         0,   0.562,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
    518144,        86,         0,    8.34,pymatching,2ebc42cc792ae3de79d0948cc23deb8e055f582ea3c0264532dae9513845dca0,"{""d"":7,""k"":21,""p"":0.0008}",
    468992,         7,         0,    16.4,pymatching,5331dfa6870b2633256fc5921a1510b2734fd51cf757e6d51c3ecec523667441,"{""d"":9,""k"":27,""p"":0.0007}",
    121856,       174,         0,   0.788,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
     48128,         0,         0,    3.05,pymatching,e173b254b5d963bb3f153eb070b28d44df2cfddfa221d5cb2c87bd988710ea34,"{""d"":11,""k"":33,""p"":0.0008}",
    169984,       251,         0,    1.10,pymatching,0c554d44d5b683b159f9b5f0f83194386dfe66c58c71dd90d8e7cea075740e34,"{""d"":5,""k"":15,""p"":0.0009}",
